,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,3551.0,3952.0,3163.0,6405.0,4978.0,4847.0,5968.0,6991.0,8444.0,10472.0,10234.0,13351.0
Interest,,1445.0,1690.0,1786.0,2730.0,2593.0,2413.0,2638.0,3011.0,3245.0,3896.0,4196.0,5717.0
Expenses,,1319.0,1362.0,689.0,2221.0,1435.0,1682.0,2239.0,2355.0,2936.0,3842.0,4559.0,5037.0
Financing Profit,,787.0,900.0,689.0,1454.0,950.0,752.0,1090.0,1625.0,2263.0,2734.0,1479.0,2596.0
Financing Margin %,,22.0,23.0,22.0,23.0,19.0,16.0,18.0,23.0,27.0,26.0,14.0,19.0
Other Income,,-4.0,8.0,375.0,61.0,212.0,79.0,20.0,32.0,2.0,18.0,-584.0,23.0
Depreciation,,59.0,66.0,16.0,67.0,32.0,106.0,106.0,122.0,153.0,181.0,189.0,211.0
Profit before tax,,724.0,843.0,1048.0,1448.0,1130.0,725.0,1005.0,1536.0,2113.0,2572.0,707.0,2409.0
Tax %,,34.0,34.0,22.0,30.0,30.0,31.0,24.0,23.0,24.0,23.0,18.0,25.0
Net Profit,,476.0,555.0,822.0,1021.0,796.0,503.0,761.0,1188.0,1608.0,1974.0,578.0,1817.0
EPS in Rs,,12.98,14.53,19.42,22.42,22.4,11.94,18.06,28.16,35.49,41.6,8.92,39.05
Dividend Payout %,,21.0,26.0,21.0,20.0,20.0,17.0,15.0,11.0,10.0,9.0,0.0,10.0
Manufacturing Cost %,Expenses,1.83,5.31,1.2,4.27,7.51,12.29,11.88,14.69,1.69,5.2,5.34,0.0
Employee Cost %,Expenses,17.09,17.84,10.44,16.55,13.88,15.41,12.14,13.33,15.76,16.12,18.5,15.81
Other Cost %,Expenses,18.24,11.31,10.13,13.86,7.43,7.0,13.51,5.66,17.32,15.38,20.7,21.92
Exceptional items,Other Income,-16.63,-2.28,0.0,0.2,104.48,0.54,-1.14,1.87,2.13,18.1,-586.5,0.0
Other income normal,Other Income,12.66,10.57,374.95,60.66,107.08,78.55,21.22,30.32,0.27,0.3,2.95,23.03
