,parent_line_item,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,1070.0,1137.0,920.0,1813.0,2152.0,2413.0,3121.0,
Cash from Investing Activity,,-436.0,-1222.0,-1369.0,-1052.0,-2081.0,-12624.0,-196.0,
Cash from Financing Activity,,-531.0,-8.0,605.0,-740.0,5.0,10233.0,-2953.0,
Net Cash Flow,,103.0,-92.0,156.0,22.0,77.0,22.0,-28.0,
Free Cash Flow,,853.0,826.0,-1423.0,987.0,1771.0,1895.0,2387.0,
CFO/OP,,97.0,96.0,71.0,112.0,103.0,98.0,103.0,
Profit from operations,Cash from Operating Activity,,1546.0,1686.0,2005.0,1970.0,2612.0,3127.0,3609.0
Receivables,Cash from Operating Activity,,-313.0,200.0,-66.0,-205.0,-290.0,-124.0,-172.0
Inventory,Cash from Operating Activity,,-78.0,-284.0,-577.0,262.0,-55.0,-221.0,-51.0
Payables,Cash from Operating Activity,,183.0,-78.0,420.0,-65.0,97.0,-146.0,210.0
Other WC items,Cash from Operating Activity,,63.0,68.0,-363.0,175.0,230.0,344.0,117.0
Working capital changes,Cash from Operating Activity,,-145.0,-95.0,-586.0,167.0,-18.0,-146.0,105.0
Direct taxes,Cash from Operating Activity,,-331.0,-454.0,-500.0,-323.0,-442.0,-567.0,-593.0
Fixed assets purchased,Cash from Investing Activity,,-228.0,-312.0,-2346.0,-832.0,-389.0,-531.0,-737.0
Fixed assets sold,Cash from Investing Activity,,11.0,1.0,3.0,6.0,8.0,12.0,3.0
Investments purchased,Cash from Investing Activity,,-572.0,-996.0,-1186.0,-898.0,-1624.0,-5492.0,-4746.0
Investments sold,Cash from Investing Activity,,500.0,377.0,1678.0,712.0,545.0,6207.0,4968.0
Interest received,Cash from Investing Activity,,13.0,38.0,13.0,13.0,40.0,68.0,58.0
Dividends received,Cash from Investing Activity,,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Invest in subsidiaries,Cash from Investing Activity,,0.0,0.0,0.0,0.0,0.0,-13703.0,0.0
Investment in group cos,Cash from Investing Activity,,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
Redemp n Canc of Shares,Cash from Investing Activity,,5.0,10.0,21.0,0.0,7.0,568.0,0.0
Acquisition of companies,Cash from Investing Activity,,0.0,0.0,0.0,-4.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,,-168.0,-341.0,448.0,-43.0,-668.0,246.0,258.0
