role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Sandeep Chaudhary,,,"FY2022,FY2023,FY2024,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543248/74468543248.pdf
Chairman,Tara Subramaniam,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/543248/74468543248.pdf
Chairman,Yash Gupta,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=abefac9a-09eb-4cf2-8bdd-afe9dd4160d2.pdf
Managing Director,Rajeev Varman,"General Meeting held on August 7, 2023. c) Mr. Amit Manocha, Non-Executive Director of the Company, is liable to retire",,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/543248/74468543248.pdf
Managing Director,Rajeev Varman Chairman,,,"FY2022,FY2023,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543248/74468543248.pdf
CFO,Arijit Datta,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=abefac9a-09eb-4cf2-8bdd-afe9dd4160d2.pdf
Chairman,Amit Manocha,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543248/69186543248.pdf
Chairman,Rajeev Varman,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/892a3387-ec9c-4ac4-a785-3eb0827351e8.pdf
Chairman,Shivakumar Dega,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/543248/74468543248.pdf
Chairman,Shivakumar Pullaya Dega,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543248/69186543248.pdf
CFO,Sameer Patel,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/82f3ee26-70ab-48fb-b41e-16c3eeaa93a0.pdf
CFO,Sumit Zaveri,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543248/74468543248.pdf
CFO,Sumit Zaveri MemberGroup,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/892a3387-ec9c-4ac4-a785-3eb0827351e8.pdf
