role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Deepak Kumar 
Chatterjee","agement Company Limited as a Director. He holds a B.Sc. (Honours) degree in Physics from the University of Delhi, M.Sc. degr",,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
Chairman,"Mukeeta Jhaveri
Non",ustee Company Private Limited. She has completed B.A. in Economics & Political Science and B.Sc. in Finance from New York,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
Chairman,Vetri SubramaniamNon,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
Managing Director,Deepak Kumar Chatterjee,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
Managing Director,Imtaiyazur Rahman,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f2ece081-c668-4d68-b7f4-31e521b154bc.pdf
Managing Director,Vetri Murugan Subramaniam,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
Managing Director,Vetri Subramaniam,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
CEO,Praveen Jagwani,,,"FY2022,FY2023,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
CEO,Rohit Gulati,,,"FY2022,FY2023,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
CEO,Umesh Gupta,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b60023-6fee-4352-97ea-4ebdc953170f.pdf
CFO,Arvind Patkar,agement Company Limited as a Director. He holds a B.Sc. (Honours,,"FY2022,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
CFO,Vinay Lakhotia,of the ICAI for the FY 2019-20. He has been Co-opted as a Member of the Expert Ad,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/43384a9f-a91b-4e60-a6f5-311c57e08e76.pdf
Chairman,Dinesh Kumar Mehrotra,or of International Operations at LIC. He holds a B. Sc. (Honours) degree from the University of Patna. Mr. Dinesh Kumar Mehr,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/43384a9f-a91b-4e60-a6f5-311c57e08e76.pdf
Chairman,"Imtaiyazur Rahman
Non",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
Chairman,Imtaiyazur RahmanDirectors Non,nce of State-owned Enterprises). He has degree in B.A.(Hons). He has also participated in various leadership programmes con,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/43e6c89a-c410-4694-8de6-6d04789b9f5e.pdf
CEO,Balram Bhagat,,,"FY2022,FY2023,FY2025",exited,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
CEO,Dinesh Kumar Mehrotra,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
CEO,Imtaiyazur Rahman,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
CFO,Surojit Saha,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543238/73377543238.pdf
