role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Archana Surendra Yadav,d a CSR policy which indicates the activities to be undertaken by the Company as specified in Schedule VII to the Act. Th,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Chairman,Arun Kumar Roopanwal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Chairman,Ram Chandra Agarwal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Managing Director,Akash Agarwal,,,"FY2021,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Chairman,Akash Agarwal,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Chairman,Harbir Singh Sidhu,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Chairman,Lalit Kumar,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
Managing Director,Uma Agarwal,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532867/71611532867.pdf
CEO,Manshu Tandon,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/532867/76924532867.pdf
CFO,Pratik Adukia,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/92a4f5c1-b82c-4bdc-8b4e-4c50c88e5c16.pdf
